Deal ID,Company ID,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Verticals,Keywords,Current Financing Status,Current Business Status,Universe,CEO PBId,CEO Education,Deal No.,Deal ID.1,Deal Date,Deal Size,Deal Size Status,Pre-money Valuation,Post Valuation,% Acquired,Raised to Date,VC Round,Price per Share,Series,Deal Type,Deal Class,Total Invested Equity,Deal Status,Business Status,Financing Status,# Investors,# New Investors,# Follow-on Investors,Current Employees,Native Currency of Deal,HQ Location,HQ Global Region,HQ Global Sub Region,Company City,Company Country,Year Founded
44496-10T,52829-38,Information Technology,Software,Database Software,"Business/Productivity Software, Database Software*","Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps","cloud native, data management technique, database development, enterprise application, fraud detection software, graphing database, graphing platform, native graphing technology, native graphing technology platform",Venture Capital-Backed,Generating Revenue,Venture Capital,38746-45P,,4,44496-10T,1/15/2015,20.0,Actual,70.0,85.0,17.65,44.69,3rd Round,1.09,Series C,Later Stage VC,Venture Capital,15.0,Completed,Startup,Venture Capital-Backed,7.0,4.0,3,412.0,US Dollars (USD),"San Mateo, CA",Americas,North America,San Mateo,United States,2000.0
65757-07T,52840-54,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, Supply Chain Tech","cloud native, cloudtech, cloudtech and devops, devsecops, management and compliance, security risk management, security risk reduction, software supply chain negotiation, supply chain tech",Private Equity-Backed,Profitable,"Private Equity, Venture Capital",38960-74P,"Harvard University, Executive Education program, Corporate Governance; James Madison University, BBS (Bachelor of Business Studies), 1985, Finance",6,65757-07T,2/4/2016,30.0,Actual,120.06,145.06,17.23,77.17,6th Round,2.11,Series D,Later Stage VC,Venture Capital,25.0,Completed,Profitable,Venture Capital-Backed,7.0,2.0,5,350.0,US Dollars (USD),"Fulton, MD",Americas,North America,Fulton,United States,2008.0
111474-28T,52840-54,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","CloudTech & DevOps, SaaS, Supply Chain Tech","cloud native, cloudtech, cloudtech and devops, devsecops, management and compliance, security risk management, security risk reduction, software supply chain negotiation, supply chain tech",Private Equity-Backed,Profitable,"Private Equity, Venture Capital",38960-74P,"Harvard University, Executive Education program, Corporate Governance; James Madison University, BBS (Bachelor of Business Studies), 1985, Finance",7,111474-28T,9/7/2018,80.0,Actual,295.0,320.0,7.81,157.17,7th Round,3.97,Series E,Later Stage VC,Venture Capital,25.0,Completed,Profitable,Venture Capital-Backed,5.0,2.0,3,350.0,US Dollars (USD),"Fulton, MD",Americas,North America,Fulton,United States,2008.0
44246-62T,52932-88,Information Technology,Communications and Networking,Other Communications and Networking,Other Communications and Networking*,"CloudTech & DevOps, Internet of Things","networking software developer, networking software development firm, networking software service, open networking, open networking platform",Venture Capital-Backed,Generating Revenue,Venture Capital,61106-68P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), 1985, Electrical Engineering; Rice University, MS (Master of Science), 1988, Computer Science",4,44246-62T,1/16/2015,52.0,Actual,248.0,300.0,17.33,96.0,4th Round,2.77,Series D,Later Stage VC,Venture Capital,52.0,Completed,Generating Revenue,Venture Capital-Backed,10.0,4.0,6,110.0,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,United States,2010.0
81407-53T,52932-88,Information Technology,Communications and Networking,Other Communications and Networking,Other Communications and Networking*,"CloudTech & DevOps, Internet of Things","networking software developer, networking software development firm, networking software service, open networking, open networking platform",Venture Capital-Backed,Generating Revenue,Venture Capital,61106-68P,"Indian Institute of Technology, B.Tech (Bachelor of Technology), 1985, Electrical Engineering; Rice University, MS (Master of Science), 1988, Computer Science",5,81407-53T,12/15/2017,21.1,Actual,300.0,321.1,6.57,117.1,5th Round,2.77,Series E,Later Stage VC,Venture Capital,21.1,Completed,Generating Revenue,Venture Capital-Backed,3.0,2.0,1,110.0,US Dollars (USD),"San Jose, CA",Americas,North America,San Jose,United States,2010.0
116876-71T,52968-07,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Multimedia and Design Software","CloudTech & DevOps, Marketing Tech, SaaS, TMT","content collaboration, content management system, content marketing, content marketing software, design suites, html5, online publishing, vertical publishing platform",Private Equity-Backed,Generating Revenue,"Debt Financed, Private Equity, Venture Capital",53240-14P,,4,116876-71T,2/28/2019,14.0,Actual,120.0,130.1,7.76,34.2,4th Round,1.54,Series C,Later Stage VC,Venture Capital,10.1,Completed,Generating Revenue,Venture Capital-Backed,7.0,1.0,6,200.0,US Dollars (USD),"New York, NY",Americas,North America,New York,United States,2007.0
73664-20T,52968-07,Information Technology,Software,Business/Productivity Software,"Business/Productivity Software*, Multimedia and Design Software","CloudTech & DevOps, Marketing Tech, SaaS, TMT","content collaboration, content management system, content marketing, content marketing software, design suites, html5, online publishing, vertical publishing platform",Private Equity-Backed,Generating Revenue,"Debt Financed, Private Equity, Venture Capital",53240-14P,,3,73664-20T,4/9/2018,11.0,Actual,30.0,41.0,26.83,20.2,3rd Round,0.56,Series B1,Later Stage VC,Venture Capital,11.0,Completed,Generating Revenue,Venture Capital-Backed,7.0,4.0,3,200.0,US Dollars (USD),"New York, NY",Americas,North America,New York,United States,2007.0
48004-12T,52971-94,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, Marketing Tech, SaaS, TMT","accounting software, email hosting, marketing tool platform, sales software, technical support service",Venture Capital-Backed,Generating Revenue,Venture Capital,14231-53P,"Augustana College, BA (Bachelor of Arts), 1977, Accounting and Business Administration; BS (Bachelor of Science), 2013, Computer Science & Software Engineering; University of South Dakota, MBA (Master of Business Administration), 1996; University of Southern California (USC), JD (Doctor of Law), 1980, Law",2,48004-12T,4/6/2015,1.05,Actual,-1.0,-1.0,0.0,2.25,2nd Round,0.0,No Categorization,Later Stage VC,Venture Capital,1.05,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,18.0,US Dollars (USD),"Sioux Falls, SD",Americas,North America,Sioux Falls,United States,2004.0
65716-93T,52971-94,Information Technology,Software,Business/Productivity Software,Business/Productivity Software*,"CloudTech & DevOps, Marketing Tech, SaaS, TMT","accounting software, email hosting, marketing tool platform, sales software, technical support service",Venture Capital-Backed,Generating Revenue,Venture Capital,14231-53P,"Augustana College, BA (Bachelor of Arts), 1977, Accounting and Business Administration; BS (Bachelor of Science), 2013, Computer Science & Software Engineering; University of South Dakota, MBA (Master of Business Administration), 1996; University of Southern California (USC), JD (Doctor of Law), 1980, Law",3,65716-93T,2/3/2016,0.3,Actual,-1.0,-1.0,0.0,2.55,3rd Round,0.0,No Categorization,Later Stage VC,Venture Capital,0.3,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,18.0,US Dollars (USD),"Sioux Falls, SD",Americas,North America,Sioux Falls,United States,2004.0
118690-84T,52990-39,Information Technology,Computer Hardware,Electronic Equipment and Instruments,"Electronic Equipment and Instruments*, Multimedia and Design Software, Other Hardware","AudioTech, CloudTech & DevOps, Mobile, TMT, Virtual Reality","audio software, automotive audio, sound engineering technology, sound software, teleconferencing device",Venture Capital-Backed,Generating Revenue,Venture Capital,38921-32P,"University of Florida, MBA (Master of Business Administration); Virginia Tech, BS (Bachelor of Science), Electrical Engineering; Virginia Tech, MS (Master of Science), Electrical Engineering",4,118690-84T,1/18/2019,2.6,Actual,15.0,17.6,14.78,5.39,3rd Round,0.59,Series A,Later Stage VC,Venture Capital,2.6,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,2.0,US Dollars (USD),"Princeton, NJ",Americas,North America,Princeton,United States,2008.0
81167-95T,52990-39,Information Technology,Computer Hardware,Electronic Equipment and Instruments,"Electronic Equipment and Instruments*, Multimedia and Design Software, Other Hardware","AudioTech, CloudTech & DevOps, Mobile, TMT, Virtual Reality","audio software, automotive audio, sound engineering technology, sound software, teleconferencing device",Venture Capital-Backed,Generating Revenue,Venture Capital,38921-32P,"University of Florida, MBA (Master of Business Administration); Virginia Tech, BS (Bachelor of Science), Electrical Engineering; Virginia Tech, MS (Master of Science), Electrical Engineering",3,81167-95T,1/12/2017,1.22,Actual,4.13,5.35,22.87,2.79,2nd Round,0.24,Series AA,Later Stage VC,Venture Capital,1.22,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,2.0,US Dollars (USD),"Princeton, NJ",Americas,North America,Princeton,United States,2008.0
126946-09T,52990-39,Information Technology,Computer Hardware,Electronic Equipment and Instruments,"Electronic Equipment and Instruments*, Multimedia and Design Software, Other Hardware","AudioTech, CloudTech & DevOps, Mobile, TMT, Virtual Reality","audio software, automotive audio, sound engineering technology, sound software, teleconferencing device",Venture Capital-Backed,Generating Revenue,Venture Capital,38921-32P,"University of Florida, MBA (Master of Business Administration); Virginia Tech, BS (Bachelor of Science), Electrical Engineering; Virginia Tech, MS (Master of Science), Electrical Engineering",5,126946-09T,11/18/2019,0.29,Actual,-1.0,-1.0,0.0,5.39,4th Round,0.0,No Categorization,Later Stage VC,Venture Capital,18.2029600523903,Completed,Generating Revenue,Venture Capital-Backed,0.0,0.0,0,2.0,US Dollars (USD),"Princeton, NJ",Americas,North America,Princeton,United States,2008.0
44701-03T,53000-02,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, TMT","cloud management platform, cloud native, cloud-based data, cloudtech, cloudtech and devops, data management software, hybrid cloud, hybrid cloud management, virtualization management, workload automation",Venture Capital-Backed,Generating Revenue,Venture Capital,18194-95P,"Harvard Business School, MBA (Master of Business Administration), 1992, Entrepreneurship; Harvard University, Degree, 1987",4,44701-03T,1/21/2015,50.01,Actual,336.7,386.72,9.05,74.89,4th Round,5.03,Series D,Later Stage VC,Venture Capital,50.01,Completed,Generating Revenue,Venture Capital-Backed,4.0,1.0,3,419.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2009.0
126727-84T,53000-02,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, TMT","cloud management platform, cloud native, cloud-based data, cloudtech, cloudtech and devops, data management software, hybrid cloud, hybrid cloud management, virtualization management, workload automation",Venture Capital-Backed,Generating Revenue,Venture Capital,18194-95P,"Harvard Business School, MBA (Master of Business Administration), 1992, Entrepreneurship; Harvard University, Degree, 1987",7,126727-84T,9/19/2019,70.0,Actual,893.0,963.0,7.84,194.89,6th Round,5.14,No Categorization,Later Stage VC,Venture Capital,70.0,Completed,Generating Revenue,Venture Capital-Backed,2.0,1.0,1,419.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2009.0
81425-35T,53000-02,Information Technology,Software,Software Development Applications,"Business/Productivity Software, Software Development Applications*","Artificial Intelligence & Machine Learning, CloudTech & DevOps, SaaS, TMT","cloud management platform, cloud native, cloud-based data, cloudtech, cloudtech and devops, data management software, hybrid cloud, hybrid cloud management, virtualization management, workload automation",Venture Capital-Backed,Generating Revenue,Venture Capital,18194-95P,"Harvard Business School, MBA (Master of Business Administration), 1992, Entrepreneurship; Harvard University, Degree, 1987",6,81425-35T,1/23/2017,50.0,Actual,800.0,850.0,5.88,124.89,5th Round,4.41,Series E1,Later Stage VC,Venture Capital,50.0,Completed,Generating Revenue,Venture Capital-Backed,6.0,2.0,4,419.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2009.0
82109-26T,53002-45,Information Technology,Software,Communication Software,"Business/Productivity Software, Communication Software*, Social/Platform Software","CloudTech & DevOps, SaaS, TMT","business communication platform, caas, cloud communication platform, cloud community platform, cloud-based communication",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",36798-22P,"BA (Bachelor of Arts), Business Studies; BS (Bachelor of Science), Marketing",7,82109-26T,5/4/2017,134.0,Actual,631.0,765.0,17.52,335.03,7th Round,6.44,Series F,Later Stage VC,Venture Capital,134.0,Completed,Generating Revenue,Venture Capital-Backed,5.0,2.0,3,569.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2006.0
105619-51T,53002-45,Information Technology,Software,Communication Software,"Business/Productivity Software, Communication Software*, Social/Platform Software","CloudTech & DevOps, SaaS, TMT","business communication platform, caas, cloud communication platform, cloud community platform, cloud-based communication",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",33379-39P,"Suffolk University, JD (Doctor of Law), 1995; University of New Hampshire, BA (Bachelor of Arts), Economics",8,105619-51T,5/10/2018,150.0,Actual,502.0,652.0,23.0,485.03,8th Round,2.0,Series G,Later Stage VC,Venture Capital,150.0,Completed,Generating Revenue,Venture Capital-Backed,3.0,0.0,3,569.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2006.0
65976-94T,53002-45,Information Technology,Software,Communication Software,"Business/Productivity Software, Communication Software*, Social/Platform Software","CloudTech & DevOps, SaaS, TMT","business communication platform, caas, cloud communication platform, cloud community platform, cloud-based communication",Venture Capital-Backed,Generating Revenue,"Debt Financed, Venture Capital",43515-19P,"McGill University, BA (Bachelor of Arts), 1998",6,65976-94T,2/9/2016,112.0,Actual,336.0,448.0,25.0,201.03,6th Round,6.43,Series E,Later Stage VC,Venture Capital,112.0,Completed,Generating Revenue,Venture Capital-Backed,5.0,3.0,2,569.0,US Dollars (USD),"Boston, MA",Americas,North America,Boston,United States,2006.0
118091-08T,53351-83,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, SaaS, TMT","business intelligence, cloudtech & devops, cloudtech and devops, project accounting, project management platform, resource management platform, task management, work management software",Venture Capital-Backed,Generating Revenue,Venture Capital,39097-09P,"Harvey Mudd College, BS (Bachelor of Science), Engineering",7,118091-08T,4/11/2019,48.0,Actual,187.0,235.0,20.43,120.53,7th Round,31.73,Series E,Later Stage VC,Venture Capital,48.0,Completed,Generating Revenue,Venture Capital-Backed,3.0,1.0,2,425.0,US Dollars (USD),"Irvine, CA",Americas,North America,Irvine,United States,2008.0
78483-52T,53351-83,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, SaaS, TMT","business intelligence, cloudtech & devops, cloudtech and devops, project accounting, project management platform, resource management platform, task management, work management software",Venture Capital-Backed,Generating Revenue,Venture Capital,39097-09P,"Harvey Mudd College, BS (Bachelor of Science), Engineering",6,78483-52T,11/15/2016,39.0,Actual,117.14,156.14,24.98,72.53,6th Round,28.42,Series D,Later Stage VC,Venture Capital,39.0,Completed,Generating Revenue,Venture Capital-Backed,1.0,1.0,0,425.0,US Dollars (USD),"Irvine, CA",Americas,North America,Irvine,United States,2008.0
46032-04T,53351-83,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*, Media and Information Services (B2B)","CloudTech & DevOps, SaaS, TMT","business intelligence, cloudtech & devops, cloudtech and devops, project accounting, project management platform, resource management platform, task management, work management software",Venture Capital-Backed,Generating Revenue,Venture Capital,39097-09P,"Harvey Mudd College, BS (Bachelor of Science), Engineering",5,46032-04T,2/13/2015,19.0,Actual,46.44,61.44,22.17,33.53,5th Round,16.39,No Categorization,Early Stage VC,Venture Capital,15.0,Completed,Generating Revenue,Venture Capital-Backed,1.0,0.0,1,425.0,US Dollars (USD),"Irvine, CA",Americas,North America,Irvine,United States,2008.0
114201-73T,53371-99,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","cloudtech & devops, cloudtech and devops, collaboration software, collaborative application, task management platform, tracker system, tracking software, work planner",Formerly VC-backed,Generating Revenue/Not Profitable,"Publicly Listed, Venture Capital",42326-47P,"Harvard University, Degree, 2004, Economics",6,114201-73T,11/29/2018,50.0,Actual,1450.0,1500.0,3.33,213.51,6th Round,8.19,Series E,Later Stage VC,Venture Capital,50.0,Completed,Generating Revenue,Venture Capital-Backed,8.0,4.0,4,1117.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2008.0
97303-51T,53371-99,Information Technology,Software,Business/Productivity Software,"Automation/Workflow Software, Business/Productivity Software*","CloudTech & DevOps, SaaS, TMT","cloudtech & devops, cloudtech and devops, collaboration software, collaborative application, task management platform, tracker system, tracking software, work planner",Formerly VC-backed,Generating Revenue/Not Profitable,"Publicly Listed, Venture Capital",39805-39P,"Stanford University, Degree, 2004, Mathematics; Stanford University, Master's, Computer Science",5,97303-51T,1/31/2018,75.0,Actual,825.0,900.0,8.33,163.51,5th Round,5.23,Series D,Later Stage VC,Venture Capital,75.0,Completed,Generating Revenue,Venture Capital-Backed,4.0,1.0,3,1117.0,US Dollars (USD),"San Francisco, CA",Americas,North America,San Francisco,United States,2008.0
